Nr okrÍgu;Siedziba OKW;Nr listy (po nadaniu);Nazwa komitetu;Sygnatura;Typ;Pozycja na liúcie;Nazwisko;Imiona;P≥eÊ;ZawÛd;Miejsce zamieszkania;TERYT m. z.;Gmina m.z.;PrzynaleønoúÊ do partii;Poparcie;Liczba g≥osÛw;Procent g≥osÛw oddanych na listÍ;Procent g≥osÛw oddanych w okrÍgu;Czy przyznano mandat
36;Kalisz;2;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOå∆;ZPOW-601-9/19;Komitet wyborczy partii politycznej;4;MAL•G;Marlena Magdalena;Kobieta;wyøszy urzÍdnik paÒstwowy;OstrÛw Wielkopolski;301701;m. OstrÛw Wielkopolski;cz≥onek partii politycznej: Prawo i SprawiedliwoúÊ;;25695;13,17%;5,60%;Tak
36;Kalisz;2;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOå∆;ZPOW-601-9/19;Komitet wyborczy partii politycznej;5;KALETA;Piotr Marek;MÍøczyzna;parlamentarzysta;Wolica;300704;gm. Godziesze Wielkie;cz≥onek partii politycznej: Prawo i SprawiedliwoúÊ;;12632;6,48%;2,75%;Tak
36;Kalisz;2;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOå∆;ZPOW-601-9/19;Komitet wyborczy partii politycznej;6;CZECHAK;Lidia;Kobieta;prawnik;Jarocin;300602;gm. Jarocin;cz≥onek partii politycznej: Prawo i SprawiedliwoúÊ;;11276;5,78%;2,46%;Nie
36;Kalisz;2;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOå∆;ZPOW-601-9/19;Komitet wyborczy partii politycznej;7;BIER£A;Leszek JÛzef;MÍøczyzna;wyøszy urzÍdnik samorzπdowy;Pleszew;302006;gm. Pleszew;cz≥onek partii politycznej: Prawo i SprawiedliwoúÊ;;5508;2,82%;1,20%;Nie
36;Kalisz;2;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOå∆;ZPOW-601-9/19;Komitet wyborczy partii politycznej;8;SOWA;Marek Jan;MÍøczyzna;ekonomista;Leszno;306301;m. Leszno;cz≥onek partii politycznej: Prawo i SprawiedliwoúÊ;;3153;1,62%;0,69%;Nie
36;Kalisz;2;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOå∆;ZPOW-601-9/19;Komitet wyborczy partii politycznej;9;MICHNIEWICZ;Romuald Micha≥;MÍøczyzna;nauczyciel akademicki;Kalisz;306101;m. Kalisz;cz≥onek partii politycznej: Porozumienie Jaros≥awa Gowina;;1252;0,64%;0,27%;Nie
36;Kalisz;2;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOå∆;ZPOW-601-9/19;Komitet wyborczy partii politycznej;10;S”JKA;Katarzyna;Kobieta;lekarz;PrzedborÛw;301806;gm. Mikstat;cz≥onek partii politycznej: Prawo i SprawiedliwoúÊ;;15860;8,13%;3,45%;Tak
36;Kalisz;2;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOå∆;ZPOW-601-9/19;Komitet wyborczy partii politycznej;11;KUBIAK;Agnieszka Beata;Kobieta;ksiÍgowy;Konin;306201;m. Konin;cz≥onek partii politycznej: Solidarna Polska;;2362;1,21%;0,51%;Nie
36;Kalisz;2;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOå∆;ZPOW-601-9/19;Komitet wyborczy partii politycznej;12;KOZ£OWSKI;Jerzy;MÍøczyzna;parlamentarzysta;Kalisz;306101;m. Kalisz;nie naleøy do partii politycznej;;1893;0,97%;0,41%;Nie
36;Kalisz;2;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOå∆;ZPOW-601-9/19;Komitet wyborczy partii politycznej;13;JANUSZKIEWICZ;Piotr JÛzef;MÍøczyzna;lekarz;Krotoszyn;301204;gm. Krotoszyn;cz≥onek partii politycznej: Prawo i SprawiedliwoúÊ;;2098;1,08%;0,46%;Nie
36;Kalisz;2;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOå∆;ZPOW-601-9/19;Komitet wyborczy partii politycznej;14;DZIEDZIC;Krzysztof JÛzef;MÍøczyzna;wyøszy urzÍdnik samorzπdowy;OpatÛwek;300708;gm. OpatÛwek;nie naleøy do partii politycznej;;2478;1,27%;0,54%;Nie
36;Kalisz;2;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOå∆;ZPOW-601-9/19;Komitet wyborczy partii politycznej;15;SZYMONIAK;Czes≥aw Jan;MÍøczyzna;nauczyciel wychowania fizycznego;Tursko;302005;gm. Go≥uchÛw;cz≥onek partii politycznej: Prawo i SprawiedliwoúÊ;;995;0,51%;0,22%;Nie
36;Kalisz;2;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOå∆;ZPOW-601-9/19;Komitet wyborczy partii politycznej;16;åNIEGOCKA;Alicja Maria;Kobieta;wyøszy urzÍdnik samorzπdowy;KÍpno;300803;gm. KÍpno;cz≥onek partii politycznej: Prawo i SprawiedliwoúÊ;;4086;2,09%;0,89%;Nie
36;Kalisz;2;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOå∆;ZPOW-601-9/19;Komitet wyborczy partii politycznej;17;KALAK;S≥awomira Maria;Kobieta;nauczyciel historii;Krotoszyn;301204;gm. Krotoszyn;cz≥onek partii politycznej: Prawo i SprawiedliwoúÊ;;1812;0,93%;0,39%;Nie
36;Kalisz;2;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOå∆;ZPOW-601-9/19;Komitet wyborczy partii politycznej;18;S£OWI—SKA;Dorota;Kobieta;pedagog;Jerka;301104;gm. KrzywiÒ;cz≥onek partii politycznej: Prawo i SprawiedliwoúÊ;;1626;0,83%;0,35%;Nie
36;Kalisz;2;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOå∆;ZPOW-601-9/19;Komitet wyborczy partii politycznej;19;JAGODZI—SKI;Maciej Antoni;MÍøczyzna;lekarz weterynarii;Bojanowo;302201;gm. Bojanowo;nie naleøy do partii politycznej;;1948;1,00%;0,42%;Nie
36;Kalisz;2;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOå∆;ZPOW-601-9/19;Komitet wyborczy partii politycznej;20;ANDRZEJEWSKA;Teresa Ma≥gorzata;Kobieta;radca prawny;Krobia;300403;gm. Krobia;nie naleøy do partii politycznej;;2036;1,04%;0,44%;Nie
36;Kalisz;2;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOå∆;ZPOW-601-9/19;Komitet wyborczy partii politycznej;21;NAWROT;Joanna;Kobieta;dziennikarz;W≥oszakowice;301307;gm. W≥oszakowice;nie naleøy do partii politycznej;;2121;1,09%;0,46%;Nie
36;Kalisz;2;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOå∆;ZPOW-601-9/19;Komitet wyborczy partii politycznej;22;SZCZERBA—;Jan Franciszek;MÍøczyzna;nauczyciel;Zalesie;300601;gm. Jaraczewo;cz≥onek partii politycznej: Prawo i SprawiedliwoúÊ;;1344;0,69%;0,29%;Nie
36;Kalisz;2;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOå∆;ZPOW-601-9/19;Komitet wyborczy partii politycznej;23;B•KOWSKI;Marek;MÍøczyzna;ogrodnik;KrzywiÒ;301104;gm. KrzywiÒ;cz≥onek partii politycznej: Prawo i SprawiedliwoúÊ;;1756;0,90%;0,38%;Nie
36;Kalisz;2;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOå∆;ZPOW-601-9/19;Komitet wyborczy partii politycznej;24;PLICHTA;Andrzej;MÍøczyzna;pracownik administracji rzπdowej;Kalisz;306101;m. Kalisz;cz≥onek partii politycznej: Prawo i SprawiedliwoúÊ;;2548;1,31%;0,55%;Nie
36;Kalisz;3;KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ;ZPOW-601-1/19;Komitet wyborczy partii politycznej;1;SZCZEPA—SKI;Wies≥aw Andrzej;MÍøczyzna;ekonomista;Leszno;306301;m. Leszno;cz≥onek partii politycznej: Sojusz Lewicy Demokratycznej;;23799;38,59%;5,18%;Tak
36;Kalisz;3;KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ;ZPOW-601-1/19;Komitet wyborczy partii politycznej;2;MAZUR;Marek Mi≥osz;MÍøczyzna;technik awionik;åwiÍciechowa;301305;gm. åwiÍciechowa;cz≥onek partii politycznej: Wiosna Roberta Biedronia;;3538;5,74%;0,77%;Nie
36;Kalisz;3;KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ;ZPOW-601-1/19;Komitet wyborczy partii politycznej;3;PAWLICZAK;Karolina Monika;Kobieta;prawnik;Kalisz;306101;m. Kalisz;cz≥onek partii politycznej: Sojusz Lewicy Demokratycznej;;14209;23,04%;3,09%;Tak
36;Kalisz;3;KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ;ZPOW-601-1/19;Komitet wyborczy partii politycznej;4;B£AØEJCZAK-KLECZEWSKA;Beata;Kobieta;Specjalista do spraw ochrony úrodowiska;Kalisz;306101;m. Kalisz;cz≥onek partii politycznej: Lewica Razem;;2932;4,75%;0,64%;Nie
36;Kalisz;3;KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ;ZPOW-601-1/19;Komitet wyborczy partii politycznej;5;WAJS;JÛzef W≥odzimierz;MÍøczyzna;emeryt;OdolanÛw;301703;gm. OdolanÛw;cz≥onek partii politycznej: Sojusz Lewicy Demokratycznej;;2293;3,72%;0,50%;Nie
36;Kalisz;3;KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ;ZPOW-601-1/19;Komitet wyborczy partii politycznej;6;S£ODOWY;Zbigniew Edward;MÍøczyzna;pracownik samorzπdowy;Brzeziny;300702;gm. Brzeziny;cz≥onek partii politycznej: Sojusz Lewicy Demokratycznej;;1294;2,10%;0,28%;Nie
36;Kalisz;3;KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ;ZPOW-601-1/19;Komitet wyborczy partii politycznej;7;K£OSOWSKI;Krzysztof;MÍøczyzna;ekonomista;Jarocin;300602;gm. Jarocin;cz≥onek partii politycznej: Sojusz Lewicy Demokratycznej;;1056;1,71%;0,23%;Nie
36;Kalisz;3;KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ;ZPOW-601-1/19;Komitet wyborczy partii politycznej;8;SYNORACKI;Krzysztof;MÍøczyzna;nauczyciel;Miejska GÛrka;302203;gm. Miejska GÛrka;cz≥onek partii politycznej: Sojusz Lewicy Demokratycznej;;1579;2,56%;0,34%;Nie
36;Kalisz;3;KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ;ZPOW-601-1/19;Komitet wyborczy partii politycznej;9;ZALESI—SKI;Zbigniew Stanis≥aw;MÍøczyzna;ekonomista;Leszno;306301;m. Leszno;cz≥onek partii politycznej: Wiosna Roberta Biedronia;;637;1,03%;0,14%;Nie
36;Kalisz;3;KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ;ZPOW-601-1/19;Komitet wyborczy partii politycznej;10;K DZIA;Ewa;Kobieta;pracownik socjalny;CzajkÛw;301801;gm. CzajkÛw;nie naleøy do partii politycznej;;2167;3,51%;0,47%;Nie
36;Kalisz;3;KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ;ZPOW-601-1/19;Komitet wyborczy partii politycznej;11;HUMELT;Boøena Maria;Kobieta;pracownik socjalny;LiskÛw;300706;gm. LiskÛw;cz≥onek partii politycznej: Sojusz Lewicy Demokratycznej;;442;0,72%;0,10%;Nie
36;Kalisz;3;KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ;ZPOW-601-1/19;Komitet wyborczy partii politycznej;12;TR•BKA;S≥awomir;MÍøczyzna;mechanik;Nowy Lubosz;301103;gm. Koúcian;nie naleøy do partii politycznej;;811;1,31%;0,18%;Nie
36;Kalisz;3;KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ;ZPOW-601-1/19;Komitet wyborczy partii politycznej;13;STACHOWIAK;Arkadiusz;MÍøczyzna;pracownik samorzπdowy;GostyÒ;300402;gm. GostyÒ;cz≥onek partii politycznej: Sojusz Lewicy Demokratycznej;;610;0,99%;0,13%;Nie
36;Kalisz;3;KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ;ZPOW-601-1/19;Komitet wyborczy partii politycznej;14;SZYMA—SKA;Alina Bernadeta;Kobieta;pielÍgniarka;Stary Olesiec;302001;gm. Chocz;nie naleøy do partii politycznej;;784;1,27%;0,17%;Nie
36;Kalisz;3;KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ;ZPOW-601-1/19;Komitet wyborczy partii politycznej;15;CIEåLAK;Eløbieta;Kobieta;specjalista administracji publicznej;Witaszyce;300602;gm. Jarocin;nie naleøy do partii politycznej;;687;1,11%;0,15%;Nie
36;Kalisz;3;KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ;ZPOW-601-1/19;Komitet wyborczy partii politycznej;16;WITCZAK;Violetta Ma≥gorzata;Kobieta;mechanik;Kalisz;306101;m. Kalisz;nie naleøy do partii politycznej;;744;1,21%;0,16%;Nie
36;Kalisz;3;KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ;ZPOW-601-1/19;Komitet wyborczy partii politycznej;17;ST PNIAK;Grzegorz;MÍøczyzna;instruktor nauki jazdy;Sieroszewice;301707;gm. Sieroszewice;nie naleøy do partii politycznej;;400;0,65%;0,09%;Nie
36;Kalisz;3;KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ;ZPOW-601-1/19;Komitet wyborczy partii politycznej;18;GURDEK;Monika;Kobieta;politolog;GrabonÛg;300405;gm. Piaski;nie naleøy do partii politycznej;;341;0,55%;0,07%;Nie
36;Kalisz;3;KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ;ZPOW-601-1/19;Komitet wyborczy partii politycznej;19;MACHOWSKA;Angelika Justyna;Kobieta;pracownik administracyjno-biurowy;Kalisz;306101;m. Kalisz;cz≥onek partii politycznej: Lewica Razem;;282;0,46%;0,06%;Nie
36;Kalisz;3;KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ;ZPOW-601-1/19;Komitet wyborczy partii politycznej;20;HIBNER;Karol;MÍøczyzna;pedagog;Bralin;300802;gm. Bralin;cz≥onek partii politycznej: Sojusz Lewicy Demokratycznej;;675;1,09%;0,15%;Nie
36;Kalisz;3;KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ;ZPOW-601-1/19;Komitet wyborczy partii politycznej;21;KAèMIERCZAK;Bernardyna;Kobieta;budowlaniec;Leszno;306301;m. Leszno;nie naleøy do partii politycznej;;476;0,77%;0,10%;Nie
36;Kalisz;3;KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ;ZPOW-601-1/19;Komitet wyborczy partii politycznej;22;JASZCZYK;Graøyna Antonina;Kobieta;pielÍgniarka;Palaty;301803;gm. GrabÛw nad Prosnπ;cz≥onek partii politycznej: Sojusz Lewicy Demokratycznej;;416;0,67%;0,09%;Nie
36;Kalisz;3;KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ;ZPOW-601-1/19;Komitet wyborczy partii politycznej;23;NOWACKI;Konrad;MÍøczyzna;informatyk;Zduny;301206;gm. Zduny;cz≥onek partii politycznej: Lewica Razem;;1502;2,44%;0,33%;Nie
36;Kalisz;4;KOMITET WYBORCZY KONFEDERACJA WOLNOå∆ I NIEPODLEG£Oå∆;ZPOW-601-5/19;Komitet wyborczy partii politycznej;1;STOCH;Witold Adam;MÍøczyzna;prawnik;Kalisz;306101;m. Kalisz;cz≥onek partii politycznej: Korwin;;15000;49,71%;3,27%;Nie
36;Kalisz;4;KOMITET WYBORCZY KONFEDERACJA WOLNOå∆ I NIEPODLEG£Oå∆;ZPOW-601-5/19;Komitet wyborczy partii politycznej;2;CZECH;Ireneusz Wojciech;MÍøczyzna;przedsiÍbiorca;OdolanÛw;301703;gm. OdolanÛw;cz≥onek partii politycznej: Ruch Narodowy;;1494;4,95%;0,33%;Nie
36;Kalisz;4;KOMITET WYBORCZY KONFEDERACJA WOLNOå∆ I NIEPODLEG£Oå∆;ZPOW-601-5/19;Komitet wyborczy partii politycznej;3;IDKOWIAK;Dominik;MÍøczyzna;pracownik fizyczny;Stary GostyÒ;300402;gm. GostyÒ;cz≥onek partii politycznej: Ruch Narodowy;;1494;4,95%;0,33%;Nie
36;Kalisz;4;KOMITET WYBORCZY KONFEDERACJA WOLNOå∆ I NIEPODLEG£Oå∆;ZPOW-601-5/19;Komitet wyborczy partii politycznej;4;WIECZOREK;Antoni Jerzy;MÍøczyzna;operator obrabiarek;OstrÛw Wielkopolski;301701;m. OstrÛw Wielkopolski;cz≥onek partii politycznej: Ruch Narodowy;;1359;4,50%;0,30%;Nie
36;Kalisz;4;KOMITET WYBORCZY KONFEDERACJA WOLNOå∆ I NIEPODLEG£Oå∆;ZPOW-601-5/19;Komitet wyborczy partii politycznej;5;KOIS;Piotr;MÍøczyzna;doradca zawodowy;Boszkowo - Letnisko;301307;gm. W≥oszakowice;cz≥onek partii politycznej: Wolni i Solidarni;;1017;3,37%;0,22%;Nie
36;Kalisz;4;KOMITET WYBORCZY KONFEDERACJA WOLNOå∆ I NIEPODLEG£Oå∆;ZPOW-601-5/19;Komitet wyborczy partii politycznej;6;DOLATA;Dominik Jan;MÍøczyzna;rolnik;Gola;300402;gm. GostyÒ;nie naleøy do partii politycznej;;1083;3,59%;0,24%;Nie
36;Kalisz;4;KOMITET WYBORCZY KONFEDERACJA WOLNOå∆ I NIEPODLEG£Oå∆;ZPOW-601-5/19;Komitet wyborczy partii politycznej;7;PASEK;Micha≥ Szymon;MÍøczyzna;technik elektryk;Kowalew;302006;gm. Pleszew;nie naleøy do partii politycznej;;725;2,40%;0,16%;Nie
36;Kalisz;4;KOMITET WYBORCZY KONFEDERACJA WOLNOå∆ I NIEPODLEG£Oå∆;ZPOW-601-5/19;Komitet wyborczy partii politycznej;8;SKROBA£A;Mariusz;MÍøczyzna;politolog;Osieczna;301303;gm. Osieczna;cz≥onek partii politycznej: Korwin;;725;2,40%;0,16%;Nie
36;Kalisz;4;KOMITET WYBORCZY KONFEDERACJA WOLNOå∆ I NIEPODLEG£Oå∆;ZPOW-601-5/19;Komitet wyborczy partii politycznej;9;FIEBICH;Miko≥aj;MÍøczyzna;politolog;Poniec;300407;gm. Poniec;cz≥onek partii politycznej: Korwin;;745;2,47%;0,16%;Nie
36;Kalisz;4;KOMITET WYBORCZY KONFEDERACJA WOLNOå∆ I NIEPODLEG£Oå∆;ZPOW-601-5/19;Komitet wyborczy partii politycznej;10;WELKE;Rafa≥ Dariusz;MÍøczyzna;sprzedawca;Wolica;300704;gm. Godziesze Wielkie;cz≥onek partii politycznej: Korwin;;329;1,09%;0,07%;Nie
36;Kalisz;4;KOMITET WYBORCZY KONFEDERACJA WOLNOå∆ I NIEPODLEG£Oå∆;ZPOW-601-5/19;Komitet wyborczy partii politycznej;11;KURZAWSKA;Julia;Kobieta;student;Rad≥Ûw;301706;gm. RaszkÛw;nie naleøy do partii politycznej;;1496;4,96%;0,33%;Nie
36;Kalisz;4;KOMITET WYBORCZY KONFEDERACJA WOLNOå∆ I NIEPODLEG£Oå∆;ZPOW-601-5/19;Komitet wyborczy partii politycznej;12;KROåNIEWSKA;Lucyna Anna;Kobieta;sprzedawca;Osieczna;301303;gm. Osieczna;nie naleøy do partii politycznej;;271;0,90%;0,06%;Nie
36;Kalisz;4;KOMITET WYBORCZY KONFEDERACJA WOLNOå∆ I NIEPODLEG£Oå∆;ZPOW-601-5/19;Komitet wyborczy partii politycznej;13;M•KA;Miko≥aj;MÍøczyzna;logistyk;Nowe Skalmierzyce;301702;gm. Nowe Skalmierzyce;nie naleøy do partii politycznej;;971;3,22%;0,21%;Nie
36;Kalisz;4;KOMITET WYBORCZY KONFEDERACJA WOLNOå∆ I NIEPODLEG£Oå∆;ZPOW-601-5/19;Komitet wyborczy partii politycznej;14;OSZMIAN;Joanna;Kobieta;pracownik biurowy;PoznaÒ;306401;m. PoznaÒ;cz≥onek partii politycznej: Ruch Narodowy;;226;0,75%;0,05%;Nie
36;Kalisz;4;KOMITET WYBORCZY KONFEDERACJA WOLNOå∆ I NIEPODLEG£Oå∆;ZPOW-601-5/19;Komitet wyborczy partii politycznej;15;STOCH;Anna Boøena;Kobieta;sekretarka medyczna;Kalisz;306101;m. Kalisz;nie naleøy do partii politycznej;;636;2,11%;0,14%;Nie
36;Kalisz;4;KOMITET WYBORCZY KONFEDERACJA WOLNOå∆ I NIEPODLEG£Oå∆;ZPOW-601-5/19;Komitet wyborczy partii politycznej;16;SKORUPI—SKA;Danuta;Kobieta;handlowiec;Leszno;306301;m. Leszno;nie naleøy do partii politycznej;;344;1,14%;0,07%;Nie
36;Kalisz;4;KOMITET WYBORCZY KONFEDERACJA WOLNOå∆ I NIEPODLEG£Oå∆;ZPOW-601-5/19;Komitet wyborczy partii politycznej;17;SPIESZALSKA;Janina;Kobieta;chemik;PoznaÒ;306401;m. PoznaÒ;nie naleøy do partii politycznej;;123;0,41%;0,03%;Nie
36;Kalisz;4;KOMITET WYBORCZY KONFEDERACJA WOLNOå∆ I NIEPODLEG£Oå∆;ZPOW-601-5/19;Komitet wyborczy partii politycznej;18;MAåLAK;Arkadiusz Krzysztof;MÍøczyzna;budowlaniec;Stawiszyn;300709;gm. Stawiszyn;cz≥onek partii politycznej: Ruch Narodowy;;656;2,17%;0,14%;Nie
36;Kalisz;4;KOMITET WYBORCZY KONFEDERACJA WOLNOå∆ I NIEPODLEG£Oå∆;ZPOW-601-5/19;Komitet wyborczy partii politycznej;19;KORDYLAS;Marta Anna;Kobieta;pracownik biurowy;Lipe;300701;gm. BlizanÛw;nie naleøy do partii politycznej;;464;1,54%;0,10%;Nie
36;Kalisz;4;KOMITET WYBORCZY KONFEDERACJA WOLNOå∆ I NIEPODLEG£Oå∆;ZPOW-601-5/19;Komitet wyborczy partii politycznej;20;KUåWIK;Andrzej Antoni;MÍøczyzna;przedsiÍbiorca;Wolica;300704;gm. Godziesze Wielkie;cz≥onek partii politycznej: Korwin;;1019;3,38%;0,22%;Nie
36;Kalisz;5;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;ZPOW-601-6/19;Koalicyjny komitet wyborczy;1;WITCZAK;Mariusz Sebastian;MÍøczyzna;politolog;Kalisz;306101;m. Kalisz;cz≥onek partii politycznej: Platforma Obywatelska RP;;36120;31,83%;7,87%;Tak
36;Kalisz;5;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;ZPOW-601-6/19;Koalicyjny komitet wyborczy;2;URBANIAK;Jaros≥aw Piotr;MÍøczyzna;logik;OstrÛw Wielkopolski;301701;m. OstrÛw Wielkopolski;cz≥onek partii politycznej: Platforma Obywatelska RP;;17767;15,66%;3,87%;Tak
36;Kalisz;5;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;ZPOW-601-6/19;Koalicyjny komitet wyborczy;3;HENCZYCA;Boøena Katarzyna;Kobieta;polityk;Wodziczna;300807;gm. Trzcinica;cz≥onek partii politycznej: Platforma Obywatelska RP;;10689;9,42%;2,33%;Nie
36;Kalisz;5;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;ZPOW-601-6/19;Koalicyjny komitet wyborczy;4;RUSIECKI;Grzegorz Stanis≥aw;MÍøczyzna;prawnik;åwiÍciechowa;306301;m. Leszno;cz≥onek partii politycznej: Platforma Obywatelska RP;;12886;11,35%;2,81%;Tak
36;Kalisz;5;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;ZPOW-601-6/19;Koalicyjny komitet wyborczy;5;BUDNIK;Marzena Katarzyna;Kobieta;nauczyciel;Krotoszyn;301204;gm. Krotoszyn;nie naleøy do partii politycznej;;1905;1,68%;0,41%;Nie
36;Kalisz;5;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;ZPOW-601-6/19;Koalicyjny komitet wyborczy;6;KOWALSKA;Milena Magdalena;Kobieta;nauczyciel akademicki;OstrÛw Wielkopolski;301701;m. OstrÛw Wielkopolski;cz≥onek partii politycznej: Platforma Obywatelska RP;;5886;5,19%;1,28%;Nie
36;Kalisz;5;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;ZPOW-601-6/19;Koalicyjny komitet wyborczy;7;JAKUBOWSKI;Szymon;MÍøczyzna;pracownik administracji samorzπdowej;Pogorzela;300406;gm. Pogorzela;cz≥onek partii politycznej: Platforma Obywatelska RP;;4190;3,69%;0,91%;Nie
36;Kalisz;5;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;ZPOW-601-6/19;Koalicyjny komitet wyborczy;8;KUSIAKIEWICZ;Piotr;MÍøczyzna;prawnik;Pleszew;302006;gm. Pleszew;cz≥onek partii politycznej: Platforma Obywatelska RP;;1989;1,75%;0,43%;Nie
36;Kalisz;5;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;ZPOW-601-6/19;Koalicyjny komitet wyborczy;9;MOEGLICH;Daniel Adam;MÍøczyzna;przedsiÍbiorca;Rawicz;302205;gm. Rawicz;nie naleøy do partii politycznej;;549;0,48%;0,12%;Nie
36;Kalisz;5;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;ZPOW-601-6/19;Koalicyjny komitet wyborczy;10;MARTUZALSKI;Stanis≥aw Franciszek;MÍøczyzna;budowlaniec;Jarocin;300602;gm. Jarocin;cz≥onek partii politycznej: Platforma Obywatelska RP;;2116;1,86%;0,46%;Nie
36;Kalisz;5;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;ZPOW-601-6/19;Koalicyjny komitet wyborczy;11;SOWA;Aleksander Stanis≥aw;MÍøczyzna;nauczyciel;Koúcian;301101;m. Koúcian;cz≥onek partii politycznej: Platforma Obywatelska RP;;3104;2,74%;0,68%;Nie
36;Kalisz;5;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;ZPOW-601-6/19;Koalicyjny komitet wyborczy;12;GAGATEK;Marcin Andrzej;MÍøczyzna;pracownik administracji samorzπdowej;OstrzeszÛw-Pustkowie;301807;gm. OstrzeszÛw;nie naleøy do partii politycznej;;2638;2,32%;0,57%;Nie
36;Kalisz;5;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;ZPOW-601-6/19;Koalicyjny komitet wyborczy;13;WODZI—SKA;Marzena Renata;Kobieta;ekonomista;Kalisz;306101;m. Kalisz;cz≥onek partii politycznej: Platforma Obywatelska RP;;3499;3,08%;0,76%;Nie
36;Kalisz;5;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;ZPOW-601-6/19;Koalicyjny komitet wyborczy;14;SZYMA—SKI;S≥awomir;MÍøczyzna;przedsiÍbiorca;Rawicz;302205;gm. Rawicz;cz≥onek partii politycznej: Platforma Obywatelska RP;;688;0,61%;0,15%;Nie
